NOM;DOSAGE1;FORME
ARANESP 30 µG;30;SOLUTION INJECTABLE
ARANESP 30 µG;30;SOLUTION INJECTABLE
FLUMAX 4000 UI ANTI-XA/0.4ML;4000;SOLUTION INJECTABLE
BETOPTIC;0.25;COLLYRE
LOVENOX;4000;SOLUTION INJECTABLE
LIDOCAINE 5% LAPROPHAN NAPHAZOLINE;5 / 0.02;SOLUTION POUR APPLICATION LOCALE
FERO-GRAD FOLIC;105 / 350;COMPRIME ENROBE
FERO-GRAD FOLIC;105 / 350;COMPRIME ENROBE
GLUCOSE 10% LAPROPHAN;10;SOLUTION POUR PERFUSION
LAMISIL;250;COMPRIME SECABLE
PERFALGAN 10 MG/ML NOURRISSONS ET ENFANT;500;SOLUTION POUR PERFUSION
CLAMOXYL;250;COMPRIME DISPERSIBLE
CHEMOSET;4;COMPRIME PELLICULE
BETASTENE 0.05 %;0.5;SOLUTION BUVABLE
BRONCOTEC;12;GELULE INHALEE
ZYRTEC;1;SOLUTION BUVABLE
FELDENE;20;SUPPOSITOIRE
TRIMOX FORT;800 / 160;COMPRIME
PROGOR;120;GELULE LP
ONIFINE 1%;1;CREME
HAVRIX;720;SUSPENSION INJECTABLE
ZINNAT;500;COMPRIME PELLICULE
NITRODERM TTS 10;10;DISPOSITIF TRANSDERMIQUE
LARGACTIL;25;COMPRIME PELLICULE SECABLE
AZIMAX;200;POUDRE POUR SUSPENSION BUVABLE
TRESORIX;1.5;GELULE
ASTAPH;500;POUDRE ET SOLVANT POUR SOLUTION INJECTABLE
SIFROL 0.26 MG;0.26;COMPRIME LP
SOUFRANE 2 %;2;SOLUTION POUR PULVERISATION NASALE
VFEND;200;COMPRIME ENROBE
SAIZEN CLICKEAZY;8;POUDRE POUR SOLUTION INJECTABLE
SAIZEN CLICKEAZY;8;POUDRE POUR SOLUTION INJECTABLE
EQUANIL;400;COMPRIME ENROBE
FLUCONAZOLE GT;2;SOLUTION POUR PERFUSION
PHARMAFLAM;100;SUPPOSITOIRE
PRASTENOR 40MG;40;COMPRIME SECABLE
VENTOLINE;2;COMPRIME
VINCRISTINE COOPER;1;SOLUTION INJECTABLE
VINCRISTINE COOPER;1;SOLUTION INJECTABLE
COMBANTRIN;125;COMPRIME
GEPRID;3;COMPRIME
GEPRID;3;COMPRIME
ANTI-HEMORROÏDAIRE POMMADE;500 / 500;POMMADE RECTALE
CYCLO 3;640 / 800;CREME
GRAN 34 MUI;33.6;POUDRE POUR SOLUTION INJECTABLE
TOPIRAMATE GT 100 MG;100;COMPRIME PELLICULE
STADIAR;2;GELULE
VIDEX;100;COMPRIME A CROQUER OU DISPERSIBLE
URBANYL;10;COMPRIME SECABLE
STARMOX;1;COMPRIME DISPERSIBLE
ANGIMOLE 75 MG;75;COMPRIME DRAGEIFIE
CORALAN;7.5;COMPRIME PELLICULE
HYZAAR;50 / 12.5;COMPRIME ENROBE
MALTOFER;1;SOLUTION BUVABLE
ZINACEF;750;POUDRE POUR SOLUTION INJECTABLE
AUGMENTIN;500 / 125;COMPRIME PELLICULE
MIFLASONE;200;GELULE INHALEE
SUPPOSEDAL PARACETAMOL ADULTE;500 / 40 / 40 / 20;SUPPOSITOIRE
ACNO 30 MG;31.50;CAPSULE MOLLE
ACNO 30 MG;31.50;CAPSULE MOLLE
CLAMOXYL;1;POUDRE POUR SOLUTION INJECTABLE
ARANESP 80 µG;80;SOLUTION INJECTABLE
TRIFENE;200;COMPRIME PELLICULE
DEFLAZACORTE GT 6 MG;6;COMPRIME SECABLE
ZOTROL;100;COMPRIME SECABLE
AXIMYCINE;250;POUDRE POUR SOLUTION INJECTABLE
DOLIPRANE;1;COMPRIME EFFERVESCENT
LACRYVISC;0.3;GEL OPHTALMIQUE
CETAXON;1;POUDRE POUR SOLUTION INJECTABLE
CETAXON;1;POUDRE POUR SOLUTION INJECTABLE
VOLTARENE EMULGEL;1;GEL
REBETOL;200;GELULE
VOMISTOP 10 MG;10;SUPPOSITOIRE
LEVITRA;10;COMPRIME PELLICULE
XENICAL;120;GELULE
ODIA;2;COMPRIME
VIRAFERONPEG 120 µG;120;POUDRE ET SOLVANT POUR SOLUTION INJECTABLE
BIPRETERAX ARGININE 10 MG/2.5 MG;6.79/2.50;COMPRIME PELLICULE
RETISOL-A;0.01;CREME
KEFOTAX IM;1;POUDRE POUR SOLUTION INJECTABLE
CLAMOXYL;500;POUDRE POUR SUSPENSION BUVABLE
ISOPRINOSINE;500;COMPRIME SECABLE
STEDIRIL;0.5 / 0.05;COMPRIME ENROBE
GENTAGAM 10;10;SOLUTION INJECTABLE
ARGENT COLLOIDAL 5%;5;POMMADE
KARDEGIC;300;POUDRE POUR SOLUTION BUVABLE
CALPOL SIX PLUS;250;SUSPENSION BUVABLE
BUCCOSEPT;0.12;SOLUTION POUR BAIN DE BOUCHE
MIDAZOLAM AGUETTANT 5 MG/ML;5;SOLUTION INJECTABLE
MENCEVAX ACWY;;PREPARATION INJECTABLE
ENTERAL;220;SUSPENSION BUVABLE
METHOTREXATE MYLAN;500;SOLUTION INJECTABLE
KLARCINE 250 MG;250;COMPRIME ENROBE
KLARCINE 250 MG;250;COMPRIME ENROBE
CARTEOL;2;COLLYRE
CHOLESTIN 40 MG;40;COMPRIME SECABLE
ARANESP 80 µG;80;SOLUTION INJECTABLE
GLYCAN 850 RETARD;850;COMPRIME ENROBE LP
ALGIK;500 / 50;POUDRE POUR SOLUTION BUVABLE
CIPROFLOXACINE GT;200;SOLUTION POUR PERFUSION
STRUCTUM;500;GELULE
MYCOFLU;150;GELULE
XYZALL;5;COMPRIME PELLICULE
GLUCOSE 5% LAPROPHAN;5;SOLUTION POUR PERFUSION
SERC;8;COMPRIME
FLUZOFT;20;GELULE
NAVELBINE;50;SOLUTION INJECTABLE
DERMOVAL;0.05;GEL
HIBOR 10000 UI ANTI XA;10000;SOLUTION INJECTABLE
ISOTREX;0.05;GEL
LIORESAL;10;COMPRIME SECABLE
MODINE;30;COMPRIME ENROBE
HUMALOG KWIK PEN;100;SOLUTION INJECTABLE
CUTIVATE;5;POMMADE
ATRICAN;250;CAPSULE MOLLE GASTRO-RESISTANTE
ACEPRIL;4;COMPRIME
ACEPRIL;4;COMPRIME
MAZAX 500 MG;500;COMPRIME PELLICULE
CLIACIL;1.2;COMPRIME SECABLE
CLIACIL;1.2;COMPRIME SECABLE
FLOXAPEN;125;POUDRE POUR SUSPENSION BUVABLE
APROVEL;300;COMPRIME PELLICULE
CURACNE;40;CAPSULE MOLLE
CURACNE;40;CAPSULE MOLLE
FLUOXET;20;GELULE
ARIXTRA 10 MG/0.8 ML;10;SOLUTION INJECTABLE
ADRIBLASTINE RD;50;LYOPHILISAT POUR PERFUSION
ELOXATINE 5 MG/ML;100;POUDRE POUR SOLUTION POUR PERFUSION
IMUSPORIN;50;CAPSULE MOLLE
NIDAZOL;250;COMPRIME
MYCOSIL;0.3;SOLUTION POUR APPLICATION LOCALE
MELOXAM 7.5 MG PROMOPHARM;7.5;COMPRIME
AVT;500 / 20;COMPRIME
AULCER 20 MG;20;GELULE
EXOSEPTOPLIX;125;SOLUTION POUR APPLICATION LOCALE
TRITAZIDE 10MG / 12.5MG;10 / 12.5;COMPRIME SECABLE
CARDINOR;6.25;COMPRIME
CARDINOR;6.25;COMPRIME
VOLTARENE 100 MG;100;SUPPOSITOIRE
VOLTARENE 100 MG;100;SUPPOSITOIRE
DOBUTAMINE AGUETTANT 250MG/20ML;250;SOLUTION A DILUER POUR PERFUSION
AMEP 5;5;COMPRIME
MOPRAL;20;GELULE
VIRACEPT;50;POUDRE ORALE
DIPROLENE 0.05%;0.05;CREME
AVELOX;400;COMPRIME ENROBE
CODETUX AD;140;SIROP
STIEVAMYCINE;0.03 / 4;GEL
METHOTREXATE BELLON;5;SOLUTION INJECTABLE
PHOSPHALUGEL;12.38;GEL ORAL
HISTANORM;5;SIROP
DIASTAB;80;COMPRIME SECABLE
DIASTAB;80;COMPRIME SECABLE
NOLVADEX;20;COMPRIME ENROBE
PRIMPERAN;0.26;SOLUTION POUR GOUTTES BUVABLES
MEXINE 250 MG;250;COMPRIME PELLICULE
IMMUNOGLOBULINE NORMALE IV-LFB-CNTS 50 MG/ML;5;POUDRE POUR SOLUTION POUR PERFUSION
BRUMIXOL;1;CREME
COSOPT;20 / 5;COLLYRE
DIERGO SPRAY;4;SOLUTION POUR PULVERISATION NASALE
NEUPOGEN;30;SOLUTION INJECTABLE
PURINETHOL;50;COMPRIME SECABLE
ACETATE SLF117;;SOLUTE CONCENTRE
FRAXIPARINE;2850;SOLUTION INJECTABLE
FLODIL;5;COMPRIME LP
VALSARTAN WIN 80 MG;80;COMPRIME PELLICULE SECABLE
HEPSERA;10;COMPRIME
HEPSERA;10;COMPRIME
EFFORTIL;0.75;SOLUTION POUR GOUTTES BUVABLES
ALTRACART II 1000G;1000;POUDRE POUR CONCENTRE POUR HEMODIALYSE
ADIZEM;120;GELULE LP
ZADRYL;10;COMPRIME ENROBE SECABLE
INEGY 10MG/20MG;20 / 10;COMPRIME
DIFENAC;100;SUPPOSITOIRE
ROXAM;20;GELULE
APROVEL;300;COMPRIME PELLICULE
TARCEVA 100 MG;100;COMPRIME PELLICULE
TARCEVA 100 MG;100;COMPRIME PELLICULE
PIASCLEDINE;300;GELULE
MILLIGYNON;0.6;COMPRIME
AMOXICILLINE LLORENTE;500;GELULE
DIAPHARM;10;SOLUTION INJECTABLE
ACUILIX;20 / 12.5;COMPRIME PELLICULE SECABLE
ENBREL 25MG;25;SOLUTION INJECTABLE
ENBREL 25MG;25;SOLUTION INJECTABLE
DIOVENOR;600;COMPRIME PELLICULE
METHYLPREDNISOLONE MYLAN;20;POUDRE POUR SOLUTION INJECTABLE
CHLORAMPHENICOL LAPROPHAN;250;COMPRIME DRAGEIFIE
FAZOL;2;CREME
VASTAREL;20;SOLUTION BUVABLE
VIRACEPT;250;COMPRIME PELLICULE
LIDOCAINE 2% VISQUEUSE LAPROPHAN;2;GEL BUCCAL
AZOLE 4%;4;SUSPENSION BUVABLE
PILO 2;2;COLLYRE
NUPENTIN;300;GELULE
XENICAL;120;GELULE
ALGICON;5 / 2.8;SUSPENSION BUVABLE
LYRICA;150;GELULE
HISTANORM;5;SIROP
PLAVIX;75;COMPRIME PELLICULE
UFT;100 / 224;GELULE
SULFOBACTIN;250;COMPRIME
PACLITAXEL COOPER;30;SOLUTION A DILUER POUR PERFUSION
PONSTYL;500;COMPRIME
FEBREX ENFANT;0.010 / 0.280 / 0.100;GRANULE POUR SOLUTION BUVABLE
ETOPOSIDE COOPER;50;CAPSULE
ETOPOSIDE COOPER;50;CAPSULE
UFT;100 / 224;GELULE
ATENOR;100;COMPRIME SECABLE
CEROXIM;500;COMPRIME
ALZOLE;20;GELULE
ELEBLOC;1;COLLYRE
ELEBLOC;1;COLLYRE
ATROPINE PROMOPHARM 0,50 MG;0.5;SOLUTION INJECTABLE
DOCETAXEL HOSPIRA 10 MG/ML;160;SOLUTION A DILUER POUR PERFUSION
RANIMAT;300;COMPRIME
NEUTRAL;400 / 400;COMPRIME A CROQUER
LEXOMIL;6;COMPRIME QUADRISECABLE
LIFONGID;250;COMPRIME
LIFONGID;250;COMPRIME
PHARMACRISTINE 1 MG/ML;1;SOLUTION INJECTABLE
HOMEOPLASMINE;;POMMADE
PANADOL;125;SUPPOSITOIRE
EAU P.P.I.;5;SOLVANT POUR PEPARATION INJECTABLE
ANCINE PLUS 50MG/12.5MG;50 / 12.5;COMPRIME PELLICULE
RANITIL;300;COMPRIME PELLICULE
NETROMICINE;150;SOLUTION INJECTABLE
HEXAPNEUMINE;;COMPRIME
FLOGENCYL;1.5;GEL GINGIVAL
ROFERON-A;9;PREPARATION INJECTABLE
CETAMYL;125;SUPPOSITOIRE
MICARDIS PLUS;80 / 12.5;COMPRIME
SYMBICORT TURBUHALER;400 / 12;POUDRE POUR INHALATION
MEDROL;16;COMPRIME SECABLE
REMERON 30;30;COMPRIME ENROBE SECABLE
TRAMIUM 100 MG;100;GELULE LP
LOMET;30;GELULE
CURTEC;1;SOLUTION BUVABLE
ZOCOR;20;COMPRIME ENROBE SECABLE
DIPROSALIC;15 / 600;LOTION
ENALAPRIL /HCTZ GT;20 / 12.5;COMPRIME SECABLE
NOOTROPYL;800;COMPRIME PELLICULE
NIVAQUINE;100;COMPRIME SECABLE
DIURIMAT;2.5;COMPRIME
TEGUMA;1;CREME
TEGUMA;1;CREME
AXIMYCINE;250;COMPRIME DISPERSIBLE
ENTERAL;200;GELULE
NEORAL;100;CAPSULE MOLLE
LEVITRA;20;COMPRIME PELLICULE
ACTONEL;5;COMPRIME PELLICULE
AVANDIA;8;COMPRIME PELLICULE
FUMAFER;66;COMPRIME PELLICULE
ZOVIRAX;200;COMPRIME
ARACYTINE;100;POUDRE POUR SOLUTION INJECTABLE
TOTAPEN;250;POUDRE POUR SOLUTION INJECTABLE
DOXINE;200;COMPRIME ENROBE
KONAKION MM;10;SOLUTION BUVABLE ET INJECTABLE
TAMOXIFENE GT 20 MG;20;COMPRIME
PERCUTALGINE;0.5 / 85;SOLUTION POUR APPLICATION LOCALE
XANAX;0.5;COMPRIME SECABLE
DOGMATIL;100;SOLUTION INJECTABLE
UN-ALFA 0,25 µG;0.25;CAPSULE
UN-ALFA 0,25 µG;0.25;CAPSULE
FENAC PROMOPHARM;1;GEL
CINABAC;250;COMPRIME PELLICULE
CLAVAM;500 / 125;COMPRIME
CLAVAM;500 / 125;COMPRIME
ACNO 10 MG;10;CAPSULE MOLLE
MEDIZAPIN 2.5MG;2.5;COMPRIME PELLICULE
MEDIZAPIN 2.5MG;2.5;COMPRIME PELLICULE
EOSINE PHARMA;2;SOLUTION POUR APPLICATION LOCALE
RHINALLERGY;;COMPRIME A SUCER
HOMEOPATHIQUES UNITAIRES;;DOSE GLOBULE
STRATTERA 60 MG;60;GELULE
POLERY ENF.;29.6 / 1;SIROP
LORASEC;2;GELULE
ACTAPULGITE NOURRISSONS;1;POUDRE POUR SUSPENSION BUVABLE
ETOPOSIDE MYLAN;100;SOLUTION A DILUER POUR PERFUSION
ASTAPH;500;POUDRE POUR SUSPENSION BUVABLE
CLENIL FORTE;250;SOLUTION POUR INHALATION BUCCALE
HEMOPUR A1;;SOLUTION POUR HEMODIALYSE
FLUMYK;150;GELULE
ATEPADENE;30;GELULE
LASILIX SPECIAL;500;COMPRIME SECABLE
CONVERTAL;50;COMPRIME
ELVORINE;175;PREPARATION INJECTABLE
KEFOTAX;1;PREPARATION INJECTABLE
GLUCOPHAGE 850;850;COMPRIME PELLICULE
SURGAM;100;COMPRIME SECABLE
SICCAPROTECT;30 / 14;COLLYRE
ANDOL;1;COMPRIME EFFERVESCENT
PSYTRAL;50;COMPRIME PELLICULE
NORCURON;4;POUDRE POUR SOLUTION INJECTABLE
HIBOR 10000 UI ANTI XA;10000;SOLUTION INJECTABLE
HIBOR 7500 UI ANTI XA;7500;SOLUTION INJECTABLE
DAIVONEX;50;CREME
FELDENE FAST;20;COMPRIME SUBLINGUAL
BEVIRAN;100;COMPRIME ENROBE
HISTAZINE;50;SOLUTION INJECTABLE
HISTAZINE;50;SOLUTION INJECTABLE
SERETIDE;500 / 50;POUDRE POUR INHALATION
TOFRANIL;25;COMPRIME ENROBE
ESTRADERM;0.75;DISPOSITIF TRANSDERMIQUE
SIMVASTATINE WIN 20 MG;20;COMPRIME PELLICULE SECABLE
RIFASONE;0.25 / 1;POMMADE
ENDOXAN 500 MG;500;POUDRE POUR SOLUTION INJECTABLE IV
CHLORURE DE SODIUM 0.9%;0.9;SOLUTION POUR PERFUSION
AMLOR PLUS 10MG/10MG;10 / 10;COMPRIME PELLICULE
PULMOFLUIDE AD;2000 / 250;SOLUTION BUVABLE
FLUSKIN;2.7;GEL
RIMEVAX;;PREPARATION INJECTABLE
HOSTACYCLINE;500;COMPRIME
AZITHRIX;200;POUDRE POUR SUSPENSION BUVABLE
TERFINE 250 MG PROMOPHARM;250;COMPRIME
ERLUS 2.5MG/5ML;2.5;SIROP
COLLU-HEXTRIL;0.2;COLLUTOIRE
COLLU-HEXTRIL;0.2;COLLUTOIRE
HYDRALIN;432 / 882;POUDRE POUR SOLUTION GYNECOLOGIQUE
EFFIPRED;5;COMPRIME EFFERVESCENT
LACIPIL;4;COMPRIME ENROBE
RESINCALCIO;99.75;POUDRE POUR SUSPENSION BUVABLE
AMEP 5;5;COMPRIME
RHUFENE RHUME;200 /30;COMPRIME ENROBE
TAU-KIT TEST D HALEINE A L UREE -13C POU;100;COMPRIME
ODRIK;0.5;GELULE
FORENE (H);100;SOLUTION POUR INHALATION
LYRICA;100;GELULE
NEOCIP;250;COMPRIME PELLICULE
BLEOMYCINE BELLON;15;POUDRE POUR SOLUTION INJECTABLE
AUGMENTIN;500 / 125;POUDRE POUR SUSPENSION BUVABLE
CORTANCYL;5;COMPRIME SECABLE
AMLOR;5;COMPRIME
ALGOFENE 20 MG/ML;100;SUSPENSION BUVABLE
PROFLOX;250;COMPRIME ENROBE
PROFLOX;250;COMPRIME ENROBE
STATOR 20 MG;20;COMPRIME ENROBE
STATOR 20 MG;20;COMPRIME ENROBE
LOSARTAN GT;100;COMPRIME PELLICULE SECABLE
SIMVASTATINE WIN 40 MG;40;COMPRIME PELLICULE SECABLE
FUNGIZONE;50;POUDRE POUR SOLUTION INJECTABLE
INNOHEP 18 000 UI ANTI-XA/0,9 ML;20000;SOLUTION INJECTABLE
HEPARINE SODIQUE LEURQUIN;25000;SOLUTION INJECTABLE
AGIFENE;2;SUSPENSION BUVABLE
NEOCLAV 100 MG/12.5 MG/ ML NOURRISSON;100 / 12.5;POUDRE POUR SUSPENSION BUVABLE
MICARDIS;80;COMPRIME
MICARDIS;80;COMPRIME
TAREG;160;COMPRIME PELLICULE
FLUOCARIL BF 250;0.25;PATE DENTIFRICE
CACIT;1;COMPRIME EFFERVESCENT
ICIN 0.3 %;0.3;COLLYRE
RIACEN;1;CREME
ROMAC;300;COMPRIME SECABLE
GASTROP;200;COMPRIME
LOPRIL;50;COMPRIME SECABLE
CLOPRAME;20;SUPPOSITOIRE
GENTOSYL;160;SOLUTION INJECTABLE
FLOTRAL;10;COMPRIME LP
NICOPASS 1.5 MG SANS SUCRE MENTHE FRAICHEUR;1.5;PASTILLE A SUCER
TAVANIC;500;COMPRIME PELLICULE SECABLE
TAVANIC;500;COMPRIME PELLICULE SECABLE
PARGINE;5;SOLUTION BUVABLE
GLYCEMAT 30 MG LM;30;COMPRIME LM
TERFINE 250 MG PROMOPHARM;250;COMPRIME
FLUOCARIL BF 2000;2;GEL DENTIFRICE
CUSICROM;4;COLLYRE
NAPROSYNE;500;COMPRIME
NAPROSYNE;500;COMPRIME
PENAMOX;500;COMPRIME DISPERSIBLE
HEPT-A-MYL;187.8;COMPRIME
PROTOS;2;GRANULE POUR SUSPENSION BUVABLE
S-CITAP 10 MG;10;COMPRIME PELLICULE
CARVEDILOL GT;6.25;COMPRIME SECABLE
STRATTERA 10 MG;10;GELULE
CELESTENE;0.5;SOLUTION POUR GOUTTES BUVABLES
TRICEF IV;500;POUDRE POUR SOLUTION INJECTABLE
NOVALGINE;500;COMPRIME PELLICULE
NOVALGINE;500;COMPRIME PELLICULE
NOOTROPYL;1;SOLUTION INJECTABLE
ACETATE EM 138;;SOLUTE CONCENTRE
MUCOLATOR;200;GRANULE POUR SUSPENSION BUVABLE
MINULET;0.075 / 0.03;COMPRIME ENROBE
MORUPAR;;PREPARATION INJECTABLE
ZIACAINE 2 % SPECIALE;36;SOLUTION INJECTABLE POUR USAGE DENTAIRE
TOTAPEN;500;POUDRE POUR SOLUTION INJECTABLE
TRIFAX IM;1;POUDRE POUR SOLUTION INJECTABLE
NALGESIC;300;COMPRIME PELLICULE
NARCOZEP;1;SOLUTION A DILUER POUR SOLUTION INJECTABLE
DIFAL;75;SOLUTION INJECTABLE
LYRICA;25;GELULE
RABIPUR;;PREPARATION INJECTABLE
LUTENYL;5;COMPRIME SECABLE
TROPHIRES ADULTES;6.65 / 50;SIROP
EZETROL;10;COMPRIME
GLEMA;1;COMPRIME
IXOR;10;COMPRIME EFFERVESCENT
SEPTEAL;500;SOLUTION POUR APPLICATION LOCALE
KEFOTAX;1;POUDRE POUR SOLUTION INJECTABLE
BICARBONATE SLF244;;SOLUTE CONCENTRE
ERACID;250;COMPRIME PELLICULE
IXOR;20;COMPRIME EFFERVESCENT
GLUCOSE 5% LAPROPHAN;5;SOLUTION POUR PERFUSION
IKARAN LP;5;COMPRIME LP
NIMOTOP;10;SOLUTION POUR PERFUSION
ZAMOX;1 / 125;POUDRE POUR SUSPENSION BUVABLE
CATAFLAM;1.5;GOUTTES BUVABLES
CLARIL;250;COMPRIME
CIPROXINE;200;SOLUTION POUR PERFUSION
INTRALGIS SUSPENSION PEDIATRIQUE;2;SUSPENSION BUVABLE
CLOFENE;75;SOLUTION INJECTABLE
PROZAC;20;GELULE
DOXICAN;20;GELULE
AMOXICILLINE LLORENTE;250;POUDRE POUR SUSPENSION BUVABLE
TOPIRAMATE GT 200 MG;200;COMPRIME PELLICULE
BIPROL POLYMEDIC;10;COMPRIME PELLICULE SECABLE
BIPROL POLYMEDIC;10;COMPRIME PELLICULE SECABLE
IPOSEC;30;GELULE GASTRO-RESISTANTE
IPOSEC;30;GELULE GASTRO-RESISTANTE
DIGESTINE;16;GELULE
ALIMTA;100;POUDRE POUR SOLUTION POUR PERFUSION
TRIELLA;0.5 / 35;COMPRIME
ARAVA;100;COMPRIME PELLICULE
XENETIX 300;65.81;SOLUTION INJECTABLE
ZOFORA;20;SOLUTION INJECTABLE
VIBRA 200;200;COMPRIME
SEPTEAL;500;SOLUTION POUR APPLICATION LOCALE
VALEX 500 MG;500;COMPRIME ENROBE
VALEX 500 MG;500;COMPRIME ENROBE
DOLI PEDIATRIQUE;3;SOLUTION BUVABLE
AMIKACINE MYLAN;250;POUDRE POUR SOLUTION INJECTABLE
CEPLATIN;10;SOLUTION POUR PERFUSION
CLAVAM;500 / 125;POUDRE POUR SUSPENSION BUVABLE
CLAVAM;500 / 125;POUDRE POUR SUSPENSION BUVABLE
KONAKION MM PAEDIATRIC;2;SOLUTION BUVABLE ET INJECTABLE
INNOHEP 2500 UI ANTI-XA/0,25 ML;2500;SOLUTION INJECTABLE
ORELOX;100;COMPRIME PELLICULE
UTEPLEX;2 / 2;SOLUTION BUVABLE
RECORMON;5000;PREPARATION INJECTABLE
ASTAPH;125;POUDRE POUR SUSPENSION BUVABLE
GLUCOPHAGE 1000;1000;COMPRIME PELLICULE
DOLOSTOP;500;COMPRIME
VERMOX;100;COMPRIME
BICARBONATE SLF92;;SOLUTE CONCENTRE
ZYRTEC;10;COMPRIME PELLICULE SECABLE
INSULET RAPIDE;100;SOLUTION INJECTABLE
FACTEUR VIII DE COAGULATION HUMAIN-CNTS 100 UI/ML;500;POUDRE ET SOLVANT POUR SOLUTION INJECTABLE
EXTENCILLINE;1.2;POUDRE POUR SUSPENSION INJECTABLE
BETADINE;10;SOLUTION POUR APPLICATION LOCALE
AXIMYCINE;500;GELULE
DOLIRHUME;500 / 300;COMPRIME
INIPOMP;40;COMPRIME ENROBE GASTRO-RESISTANT
AXIMYCINE;1;COMPRIME DISPERSIBLE
LOCAPRED;0.1;CREME
DILOVAC;25;COMPRIME SECABLE
AMOXIL;125;POUDRE POUR SUSPENSION BUVABLE
ROFERON-A;6;PREPARATION INJECTABLE
INALAP 20 MG;20;COMPRIME
MEXINE 500 MG;500;COMPRIME PELLICULE
MEXINE 750 MG;750;COMPRIME PELLICULE
TOPIRAMATE GT 200 MG;200;COMPRIME PELLICULE
PREVENAR;;SUSPENSION INJECTABLE
PREVENAR;;SUSPENSION INJECTABLE
GEPRID;4;COMPRIME
GEPRID;4;COMPRIME
RECORMON;30000;SOLUTION INJECTABLE
RECORMON;30000;SOLUTION INJECTABLE
OLICLINOMEL N6-900E;;SOLUTION ET EMULSION POUR PERFUSION
OLICLINOMEL N6-900E;;SOLUTION ET EMULSION POUR PERFUSION
GEPRID;1;COMPRIME
GEPRID;1;COMPRIME
OXALIPLATINE WIN 5 MG/ML;50;POUDRE POUR SOLUTION POUR PERFUSION
RHEUMON;10;CREME
NOVANTRONE;25;SOLUTION POUR PERFUSION
APAZIDE;4;SUSPENSION BUVABLE
RAPIFEN (H);5;SOLUTION INJECTABLE
PENTASA;1;SUPPOSITOIRE
DERMOFIX;2;SOLUTION POUR APPLICATION LOCALE
DORMICUM;5;SOLUTION INJECTABLE
DORMICUM;5;SOLUTION INJECTABLE
BROMAX;30;SIROP
EFITAC;300;COMPRIME EFFERVESCENT
EFITAC;300;COMPRIME EFFERVESCENT
MEGASFON 80 MG;80;COMPRIME ORODISPERSIBLE
PIMLO 5MG;5;COMPRIME
THIAM;500;COMPRIME
THIAM;500;COMPRIME
BIPRETERAX;1.25 / 4;COMPRIME
BOLINAN;2;COMPRIME SECABLE
MUCOCIL AD;5;SOLUTION BUVABLE
TROPHIRES COMPOSE ADULTES;110 / 450;SUPPOSITOIRE
SIFROL 0.52 MG;0.52;COMPRIME LP
COZAAR;100;COMPRIME PELLICULE
MIRCERA 75 µG/0.3 ML;75;SOLUTION INJECTABLE
IMATEC;100;GELULE
TIM-87 0,5 %;0.5;COLLYRE
LEVAMOX;1 / 125;COMPRIME EFFERVESCENT
NEUTRAL;400 / 400;COMPRIME A CROQUER
CLOPRAME;10;SOLUTION INJECTABLE
ARICEPT;5;COMPRIME
PENAMOX;1;COMPRIME DISPERSIBLE
DICLOBERL;100;COMPRIME
DOXICAN;20;GELULE
GENTAMICINE LLORENTE;80;SOLUTION INJECTABLE
PROTON;20;GELULE
PROTON;20;GELULE
AMCARD;5;COMPRIME
ARIXTRA 7.5 MG/0.6 ML;7.5;SOLUTION INJECTABLE
OXIDEN;20;GELULE
ETOPOSIDE EBEWE;20;SOLUTION A DILUER POUR PERFUSION
VENULA 200MG;200;GELULE
VENULA 200MG;200;GELULE
LEVOFLOXACINE GT;500;COMPRIME PELLICULE
DOLAMINE;400 / 25;COMPRIME SECABLE
GLURENOR;30;COMPRIME SECABLE
ADRENALINE 0,50 MG;0.5;SOLUTION INJECTABLE
ICAZ LP;2.5;GELULE LP
FLOXIMAT;200;COMPRIME ENROBE
FLOXIMAT;200;COMPRIME ENROBE
ZILDAM;20;GELULE
WELLBUTRIN XR 150 MG;150;COMPRIME PELLICULE LM
WELLBUTRIN XR 150 MG;150;COMPRIME PELLICULE LM
CARBOXYL;2;SIROP
ACETATE SLF 86;;SOLUTE CONCENTRE
OEDES 40MG;40;LYOPHILISAT POUR SOLUTION INJECTABLE
CO-TRIM;200 / 40;SUSPENSION BUVABLE
METHERGIN;0.2;SOLUTION INJECTABLE
ESTRAPATCH 40 µG/24 HEURES;1.25;DISPOSITIF TRANSDERMIQUE
STALEVO 100/25/200 MG;200 / 100 / 27.50;COMPRIME PELLICULE
STALEVO 100/25/200 MG;200 / 100 / 27.50;COMPRIME PELLICULE
AVD VIT B1 C DEROL ADULTE;400 / 2;COMPRIME
VOMISTOP 20 MG;20;SUPPOSITOIRE
ORUVAIL;200;GELULE LP
AMODEX;500;GELULE
SKINOSONE;0.05;POMMADE
CLOPRAME;0.1;SOLUTION BUVABLE
SPASMOPAN;10;COMPRIME ENROBE
CARDENSIEL;5;COMPRIME PELLICULE SECABLE
FUCITHALMIC;1;GEL OPHTALMIQUE
FUCITHALMIC;1;GEL OPHTALMIQUE
TIAFLAM 100MG;100;COMPRIME
TIAFLAM 100MG;100;COMPRIME
EXFORGE 5 MG /160 MG;5 / 160;COMPRIME PELLICULE
ESAC 40MG;40;GELULE
ESAC 40MG;40;GELULE
